"grappe","menage","score_fies","pluriactif","a_elevage","revenu_agri","a_vendu","irrig","coop","temps_marche","hhweight","region","hhsize","hage","hgender","milieu_rural","educ_primaire","log_pcexp","producteur","log_revenu","log_temps_marche"
39,4,8,0,0,0,0,1,0,40,366.790496826172,1,5,54,1,1,0,12.9550444167555,0,0,3.71357206670431
39,5,3,0,0,0,0,1,0,40,366.790496826172,1,4,39,1,1,1,13.1210608419732,0,0,3.71357206670431
39,6,4,0,0,0,0,1,0,40,366.790496826172,1,4,42,2,1,0,12.8209950743079,0,0,3.71357206670431
39,7,8,0,0,0,0,1,0,40,366.790496826172,1,7,45,2,1,0,12.7664677725591,0,0,3.71357206670431
39,8,4,0,0,0,0,1,0,40,366.790496826172,1,2,29,2,1,1,14.0806139522036,0,0,3.71357206670431
39,9,5,0,0,0,0,1,0,40,366.790496826172,1,9,60,1,1,0,12.102351323854,0,0,3.71357206670431
39,10,8,0,0,0,0,1,0,40,366.790496826172,1,4,61,2,1,0,12.7212378397252,0,0,3.71357206670431
39,11,3,0,0,0,0,1,0,40,366.790496826172,1,2,29,1,1,0,13.3877485550845,0,0,3.71357206670431
39,12,3,0,0,0,0,1,0,40,366.790496826172,1,4,33,1,1,1,12.4460995549628,0,0,3.71357206670431
41,1,9,0,0,0,0,1,1,8,297.465850830078,1,4,27,1,1,0,12.6461897528245,0,0,2.19722457733622
41,2,3,0,0,0,0,1,1,8,297.465850830078,1,3,46,2,1,0,13.081662078725,0,0,2.19722457733622
41,3,1,0,0,0,0,1,1,8,297.465850830078,1,9,45,1,1,0,11.8989988675923,0,0,2.19722457733622
41,4,6,0,0,0,0,1,1,8,297.465850830078,1,2,52,1,1,1,13.4227281211976,0,0,2.19722457733622
41,5,1,0,0,0,0,1,1,8,297.465850830078,1,6,41,1,1,0,12.7703432081731,0,0,2.19722457733622
41,6,6,0,0,0,0,1,1,8,297.465850830078,1,3,43,2,1,0,13.3434614381283,0,0,2.19722457733622
41,7,1,0,0,0,0,1,1,8,297.465850830078,1,9,41,1,1,0,13.3530908975879,0,0,2.19722457733622
41,8,3,0,0,0,0,1,1,8,297.465850830078,1,7,34,1,1,0,12.8035129973185,0,0,2.19722457733622
41,9,4,0,0,0,0,1,1,8,297.465850830078,1,5,52,2,1,0,12.6469844269707,0,0,2.19722457733622
41,10,8,0,0,0,0,1,1,8,297.465850830078,1,2,30,1,1,1,13.0288593779737,0,0,2.19722457733622
41,11,3,0,0,0,0,1,1,8,297.465850830078,1,3,73,1,1,0,13.9909431275821,0,0,2.19722457733622
41,12,3,0,0,0,0,1,1,8,297.465850830078,1,4,61,1,1,0,12.8584259073476,0,0,2.19722457733622
43,1,1,0,0,0,0,1,0,Inf,202.967788696289,1,7,37,1,1,0,13.2434272474552,0,0,Inf
43,2,4,0,0,0,0,1,0,Inf,202.967788696289,1,9,37,1,1,0,12.5191629281298,0,0,Inf
43,3,2,0,0,0,0,1,0,Inf,202.967788696289,1,7,40,1,1,1,12.9347602476263,0,0,Inf
43,4,8,0,0,0,0,1,0,Inf,202.967788696289,1,4,71,2,1,0,12.8676809444722,0,0,Inf
43,5,3,0,0,0,0,1,0,Inf,202.967788696289,1,1,64,2,1,0,13.6795737031053,0,0,Inf
43,6,4,0,0,0,0,1,0,Inf,202.967788696289,1,3,83,1,1,0,13.0996829218799,0,0,Inf
43,7,2,0,0,0,0,1,0,Inf,202.967788696289,1,3,60,2,1,0,13.0167258789459,0,0,Inf
43,8,3,0,0,0,0,1,0,Inf,202.967788696289,1,6,33,1,1,0,12.9275948271873,0,0,Inf
43,9,5,0,0,0,0,1,0,Inf,202.967788696289,1,6,70,1,1,0,12.4441428628013,0,0,Inf
43,11,1,0,0,0,0,1,0,Inf,202.967788696289,1,4,32,2,1,0,12.6491266272513,0,0,Inf
43,12,3,0,0,1320000,1,1,0,Inf,202.967788696289,1,4,57,2,1,0,12.9641432828961,0,14.093143052138,Inf
43,23,6,0,0,0,0,1,0,Inf,684.295471191406,1,5,40,2,1,1,12.7398121362219,0,0,Inf
45,1,3,0,0,0,0,NA,NA,Inf,81.8738632202148,1,9,52,1,0,1,12.317274209627,0,0,Inf
45,2,1,0,0,0,0,NA,NA,Inf,81.8738632202148,1,7,53,1,0,1,12.2813586010443,0,0,Inf
45,5,1,0,0,0,0,NA,NA,Inf,81.8738632202148,1,10,60,1,0,0,12.5915358127305,0,0,Inf
45,6,3,0,0,0,0,NA,NA,Inf,81.8738632202148,1,8,80,1,0,0,12.4431435099995,0,0,Inf
45,7,2,0,0,0,0,NA,NA,Inf,81.8738632202148,1,5,83,1,0,0,13.3235724165699,0,0,Inf
45,8,0,0,0,0,0,NA,NA,Inf,81.8738632202148,1,7,66,1,0,0,12.0762340689169,0,0,Inf
45,9,1,0,0,0,0,NA,NA,Inf,81.8738632202148,1,8,61,1,0,1,12.6217262986905,0,0,Inf
45,10,2,0,0,0,0,NA,NA,Inf,81.8738632202148,1,4,57,2,0,0,13.1913345986569,0,0,Inf
45,11,2,0,0,0,0,NA,NA,Inf,81.8738632202148,1,6,70,1,0,1,12.4820627655266,0,0,Inf
45,12,1,0,0,0,0,NA,NA,Inf,81.8738632202148,1,7,56,1,0,0,12.5962339539246,0,0,Inf
45,24,4,0,0,0,0,NA,NA,Inf,218.71760559082,1,4,53,1,0,1,12.6492985675225,0,0,Inf
45,28,1,0,0,0,0,NA,NA,Inf,218.71760559082,1,6,48,2,0,1,12.6845054926399,0,0,Inf
47,1,1,0,0,0,0,1,0,60,57.5454750061035,1,3,48,2,1,0,12.7785322932595,0,0,4.11087386417331
47,2,1,0,0,0,0,1,0,60,57.5454750061035,1,9,53,1,1,0,11.3518606248307,0,0,4.11087386417331
47,3,1,0,0,0,0,1,0,60,57.5454750061035,1,6,33,2,1,0,11.9705464952955,0,0,4.11087386417331
47,4,1,0,0,0,0,1,0,60,57.5454750061035,1,6,48,2,1,0,11.9831020284807,0,0,4.11087386417331
47,5,1,0,0,0,0,1,0,60,57.5454750061035,1,2,83,1,1,0,12.4574321682804,0,0,4.11087386417331
47,6,1,0,0,0,0,1,0,60,57.5454750061035,1,1,51,1,1,0,13.0951244945676,0,0,4.11087386417331
47,7,1,0,0,0,0,1,0,60,57.5454750061035,1,6,40,1,1,0,12.2293716808353,0,0,4.11087386417331
47,8,1,0,0,0,0,1,0,60,57.5454750061035,1,4,39,1,1,0,12.4733628585288,0,0,4.11087386417331
47,9,1,0,0,0,0,1,0,60,57.5454750061035,1,2,43,2,1,0,12.6570238542855,0,0,4.11087386417331
47,10,1,0,0,0,0,1,0,60,57.5454750061035,1,7,43,1,1,0,12.0605565979677,0,0,4.11087386417331
47,11,1,0,0,0,0,1,0,60,57.5454750061035,1,8,40,1,1,0,11.7529964356977,0,0,4.11087386417331
47,12,1,0,0,0,0,1,0,60,57.5454750061035,1,5,55,1,1,0,12.1892432282364,0,0,4.11087386417331
49,1,3,0,0,0,0,NA,NA,240,134.515808105469,1,5,53,1,1,0,12.8685884066128,0,0,5.48479693349065
49,2,6,0,0,0,0,NA,NA,240,134.515808105469,1,6,36,1,1,0,12.095014505583,0,0,5.48479693349065
49,3,1,0,0,0,0,NA,NA,240,134.515808105469,1,7,63,1,1,0,12.1087509987694,0,0,5.48479693349065
49,4,6,0,0,0,0,NA,NA,240,134.515808105469,1,5,45,1,1,0,12.5320895220067,0,0,5.48479693349065
49,5,7,0,0,0,0,NA,NA,240,134.515808105469,1,1,59,2,1,0,13.5497650272034,0,0,5.48479693349065
49,6,1,0,0,0,0,NA,NA,240,134.515808105469,1,4,35,1,1,0,12.3341473316713,0,0,5.48479693349065
49,7,5,0,0,0,0,NA,NA,240,134.515808105469,1,4,43,1,1,0,12.8138041355427,0,0,5.48479693349065
49,8,6,0,0,0,0,NA,NA,240,134.515808105469,1,2,21,2,1,1,13.1692795844314,0,0,5.48479693349065
49,9,1,0,0,0,0,NA,NA,240,134.515808105469,1,5,53,2,1,0,11.9080710511659,0,0,5.48479693349065
49,10,4,0,0,0,0,NA,NA,240,134.515808105469,1,3,58,1,1,0,12.7167089076184,0,0,5.48479693349065
49,11,8,0,0,0,0,NA,NA,240,134.515808105469,1,3,63,1,1,0,13.0872388583813,0,0,5.48479693349065
49,12,5,0,0,0,0,NA,NA,240,134.515808105469,1,4,69,1,1,0,12.0041121255463,0,0,5.48479693349065
51,1,1,0,0,0,0,1,1,60,387.408782958984,1,4,30,1,1,0,12.3077368146711,0,0,4.11087386417331
51,2,1,0,0,0,0,1,1,60,387.408782958984,1,4,25,1,1,0,12.60276627142,0,0,4.11087386417331
51,3,1,0,0,0,0,1,1,60,387.408782958984,1,5,39,1,1,0,12.4004300735096,0,0,4.11087386417331
51,4,2,0,0,0,0,1,1,60,387.408782958984,1,4,43,1,1,0,12.5040613436467,0,0,4.11087386417331
51,5,1,0,0,0,0,1,1,60,387.408782958984,1,4,31,1,1,0,12.2373777982273,0,0,4.11087386417331
51,7,2,0,0,0,0,1,1,60,387.408782958984,1,7,53,2,1,0,12.1658148635569,0,0,4.11087386417331
51,8,1,0,0,0,0,1,1,60,387.408782958984,1,10,48,1,1,0,12.0550268930275,0,0,4.11087386417331
51,9,1,0,0,0,0,1,1,60,387.408782958984,1,2,73,2,1,0,12.8090460106774,0,0,4.11087386417331
51,10,3,0,0,0,0,1,1,60,387.408782958984,1,4,61,2,1,0,12.5694875746527,0,0,4.11087386417331
51,11,1,0,0,0,0,1,1,60,387.408782958984,1,4,50,1,1,0,12.3072006699454,0,0,4.11087386417331
51,12,1,0,0,0,0,1,1,60,387.408782958984,1,6,36,1,1,0,12.2132840029515,0,0,4.11087386417331
51,21,1,0,0,0,0,1,1,60,1394.5439453125,1,3,36,1,1,1,12.3447802279153,0,0,4.11087386417331
53,1,7,1,1,170000,1,0,0,20,263.67919921875,2,5,34,1,1,0,12.2270681884705,1,12.043559598368,3.04452243772342
53,2,5,1,1,0,0,0,0,20,263.67919921875,2,10,49,1,1,0,12.3151132718912,1,0,3.04452243772342
53,3,1,0,0,44000,1,0,0,20,263.67919921875,2,6,41,1,1,0,11.7245002934161,0,10.6919676399149,3.04452243772342
53,4,3,1,1,110000,1,0,0,20,263.67919921875,2,11,52,1,1,1,11.5882493159472,1,11.6082447356423,3.04452243772342
53,5,3,1,1,44000,1,0,0,20,263.67919921875,2,5,57,1,1,0,12.8203962577766,1,10.6919676399149,3.04452243772342
53,6,1,1,1,0,0,0,0,20,263.67919921875,2,6,37,1,1,0,11.7937520216688,1,0,3.04452243772342
53,7,2,1,1,330000,1,0,0,20,263.67919921875,2,7,42,1,1,0,11.7459675512418,1,12.7068509637411,3.04452243772342
53,8,4,1,1,68800,1,0,0,20,263.67919921875,2,7,28,1,1,0,12.4272934745981,1,11.1389735586995,3.04452243772342
53,9,1,1,1,105000,1,0,0,20,263.67919921875,2,5,50,1,1,0,12.4606682906293,1,11.5617251529038,3.04452243772342
53,10,4,0,0,90000,1,0,0,20,263.67919921875,2,8,44,1,1,0,11.9070943014365,0,11.4075760603618,3.04452243772342
53,11,3,1,1,11000,1,0,0,20,263.67919921875,2,6,67,1,1,0,12.7700994050964,1,9.30574145673943,3.04452243772342
53,12,1,1,1,0,0,0,0,20,263.67919921875,2,5,28,1,1,0,12.1361513297793,1,0,3.04452243772342
57,1,3,1,1,107000,1,0,0,45,374.481750488281,2,4,25,1,1,0,12.3040033234872,1,11.5805934591948,3.8286413964891
57,2,1,1,1,10000,1,0,0,45,374.481750488281,2,6,59,2,1,0,11.9347780616959,1,9.21044036697652,3.8286413964891
57,3,1,1,1,0,0,0,0,45,374.481750488281,2,5,26,1,1,0,11.9637688718617,1,0,3.8286413964891
57,4,5,1,1,60000,1,0,0,45,374.481750488281,2,8,38,1,1,0,11.8661032541103,1,11.002116507732,3.8286413964891
57,5,1,0,0,0,0,0,0,45,374.481750488281,2,3,54,2,1,0,13.0510307619214,0,0,3.8286413964891
57,6,1,1,1,0,0,0,0,45,374.481750488281,2,5,26,1,1,0,11.8855203859152,1,0,3.8286413964891
57,7,5,1,1,191000,1,0,0,45,374.481750488281,2,8,42,1,1,0,11.7945351926856,1,12.1600339426172,3.8286413964891
57,8,1,1,1,0,0,0,0,45,374.481750488281,2,3,52,1,1,0,13.2240406306717,1,0,3.8286413964891
57,9,1,1,1,0,0,0,0,45,374.481750488281,2,4,22,1,1,1,11.9726396199227,1,0,3.8286413964891
57,10,6,1,1,314000,1,0,0,45,374.481750488281,2,8,93,1,1,0,12.0627571153845,1,12.6571514495987,3.8286413964891
57,11,1,1,1,25000,1,0,0,45,374.481750488281,2,3,25,1,1,0,13.014998562814,1,10.1266711030504,3.8286413964891
57,12,1,1,1,0,0,0,0,45,374.481750488281,2,7,37,1,1,0,11.6517921017876,1,0,3.8286413964891
58,1,2,1,1,39900,1,0,0,10,427.333129882812,2,4,83,1,1,0,12.1996385535819,1,10.5941566652205,2.39789527279837
58,2,7,1,1,0,0,0,0,10,427.333129882812,2,6,73,1,1,0,12.0709126059513,1,0,2.39789527279837
58,3,1,1,1,0,0,0,0,10,427.333129882812,2,9,41,1,1,0,11.4899955089252,1,0,2.39789527279837
58,4,5,1,1,447000,1,0,0,10,427.333129882812,2,5,34,1,1,0,11.7619790582386,1,13.0103161107297,2.39789527279837
58,5,1,1,1,73000,1,0,0,10,427.333129882812,2,4,58,1,1,0,12.7599361169994,1,11.1982284186668,2.39789527279837
58,6,1,1,1,0,0,0,0,10,427.333129882812,2,8,33,1,1,0,11.5714711626146,1,0,2.39789527279837
58,7,4,1,1,142000,1,0,0,10,427.333129882812,2,6,34,1,1,0,11.7589419865245,1,11.8635893788121,2.39789527279837
58,8,6,0,0,0,0,0,0,10,427.333129882812,2,2,76,2,1,0,13.3755877306169,0,0,2.39789527279837
58,9,1,1,1,0,0,0,0,10,427.333129882812,2,2,61,2,1,0,12.1779240718862,1,0,2.39789527279837
58,10,11,1,1,89500,1,0,0,10,427.333129882812,2,5,29,1,1,0,11.7219340872,1,11.4020050773849,2.39789527279837
58,11,1,1,1,0,0,0,0,10,427.333129882812,2,7,36,1,1,0,12.184025764279,1,0,2.39789527279837
58,12,1,1,1,0,0,0,0,10,427.333129882812,2,11,43,1,1,0,11.4916169966518,1,0,2.39789527279837
61,1,3,0,0,0,0,1,1,Inf,53.6760368347168,2,4,56,1,0,1,12.9417584962792,0,0,Inf
61,2,1,0,0,0,0,1,1,Inf,53.6760368347168,2,5,34,1,0,1,13.0038051820143,0,0,Inf
61,3,1,0,0,0,0,1,1,Inf,53.6760368347168,2,5,45,1,0,1,12.5527802678464,0,0,Inf
61,4,10,0,0,0,0,1,1,Inf,53.6760368347168,2,5,38,1,0,0,12.5993594186679,0,0,Inf
61,5,1,0,0,0,0,1,1,Inf,53.6760368347168,2,8,60,1,0,0,12.668915246488,0,0,Inf
61,6,1,0,0,0,0,1,1,Inf,53.6760368347168,2,6,60,2,0,1,12.6998471593518,0,0,Inf
61,7,9,1,1,0,0,1,1,Inf,53.6760368347168,2,3,64,1,0,0,12.9841274357226,1,0,Inf
61,9,1,0,0,0,0,1,1,Inf,53.6760368347168,2,8,60,1,0,1,12.7211790312466,0,0,Inf
61,10,4,1,1,586000,1,1,1,Inf,53.6760368347168,2,7,31,1,0,0,12.3315095791251,1,13.2810767750423,Inf
61,11,0,0,0,0,0,1,1,Inf,53.6760368347168,2,10,76,1,0,0,12.0392752750722,0,0,Inf
61,12,1,0,0,0,0,1,1,Inf,53.6760368347168,2,10,48,1,0,0,11.872902108545,0,0,Inf
61,17,0,0,0,0,0,1,1,Inf,183.392013549805,2,8,41,1,0,1,12.2096136344475,0,0,Inf
62,1,3,0,0,0,0,1,0,Inf,109.245574951172,2,3,33,1,0,0,12.5688529139879,0,0,Inf
62,2,9,0,0,0,0,1,0,Inf,109.245574951172,2,13,42,1,0,0,11.9422104472198,0,0,Inf
62,3,1,0,0,0,0,1,0,Inf,109.245574951172,2,7,43,1,0,0,11.9768391034341,0,0,Inf
62,4,7,0,0,0,0,1,0,Inf,109.245574951172,2,8,53,1,0,0,11.9332547599865,0,0,Inf
62,5,6,0,0,0,0,1,0,Inf,109.245574951172,2,6,58,2,0,0,12.7068978375005,0,0,Inf
62,6,1,0,0,0,0,1,0,Inf,109.245574951172,2,2,74,1,0,0,12.6055577213337,0,0,Inf
62,7,6,0,0,0,0,1,0,Inf,109.245574951172,2,5,35,1,0,0,12.3317793447748,0,0,Inf
62,8,9,0,0,0,0,1,0,Inf,109.245574951172,2,6,58,1,0,0,12.096297800346,0,0,Inf
62,9,1,0,0,0,0,1,0,Inf,109.245574951172,2,13,50,1,0,0,11.6110849198007,0,0,Inf
62,10,9,0,0,0,0,1,0,Inf,109.245574951172,2,7,40,1,0,1,12.0724173166544,0,0,Inf
62,11,9,0,0,0,0,1,0,Inf,109.245574951172,2,6,37,1,0,0,12.3933448184022,0,0,Inf
62,12,1,0,0,0,0,1,0,Inf,109.245574951172,2,3,64,2,0,0,12.2643413325456,0,0,Inf
63,1,2,0,0,0,0,1,1,Inf,57.9351425170898,2,7,47,1,0,1,12.4456448174979,0,0,Inf
63,2,0,0,0,0,0,1,1,Inf,57.9351425170898,2,12,37,1,0,1,12.6007237634805,0,0,Inf
63,3,1,1,1,0,0,1,1,Inf,57.9351425170898,2,7,44,1,0,0,12.1873729535272,1,0,Inf
63,4,2,0,0,0,0,1,1,Inf,57.9351425170898,2,1,67,1,0,1,14.2892255727405,0,0,Inf
63,5,0,0,0,0,0,1,1,Inf,57.9351425170898,2,3,59,2,0,1,13.6809807385061,0,0,Inf
63,6,1,0,0,0,0,1,1,Inf,57.9351425170898,2,5,46,1,0,1,13.3577843517713,0,0,Inf
63,7,3,0,0,340000,1,1,1,Inf,57.9351425170898,2,13,47,1,0,1,12.0610849869154,0,12.7367038377645,Inf
63,8,0,1,1,0,0,1,1,Inf,57.9351425170898,2,10,56,1,0,0,11.894361570979,1,0,Inf
63,9,1,0,0,0,0,1,1,Inf,57.9351425170898,2,7,59,1,0,0,12.2184984062642,0,0,Inf
63,11,0,0,0,0,0,1,1,Inf,57.9351425170898,2,6,53,1,0,1,13.0652027723855,0,0,Inf
63,12,1,0,0,0,0,1,1,Inf,57.9351425170898,2,4,69,1,0,0,13.1161950171261,0,0,Inf
63,24,4,0,0,0,0,1,1,Inf,213.790588378906,2,8,43,2,0,0,12.2634190321535,0,0,Inf
64,1,6,1,1,0,0,0,0,4,595.205688476562,2,7,63,1,1,0,12.3243255013593,1,0,1.6094379124341
64,2,9,0,0,0,0,0,0,4,595.205688476562,2,3,30,1,1,0,12.7874370826989,0,0,1.6094379124341
64,3,1,1,1,0,0,0,0,4,595.205688476562,2,7,59,1,1,0,11.7455534589256,1,0,1.6094379124341
64,4,3,1,1,0,0,0,0,4,595.205688476562,2,6,32,1,1,0,11.9829157152202,1,0,1.6094379124341
64,5,5,1,1,75000,1,0,0,4,595.205688476562,2,8,69,1,1,0,12.1438363888135,1,11.2252567257629,1.6094379124341
64,6,0,1,1,0,0,0,0,4,595.205688476562,2,6,40,2,1,0,11.6750812504142,1,0,1.6094379124341
64,7,7,1,1,0,0,0,0,4,595.205688476562,2,12,38,1,1,1,11.6368689996146,1,0,1.6094379124341
64,8,9,0,0,0,0,0,0,4,595.205688476562,2,5,42,2,1,0,12.1389739332316,0,0,1.6094379124341
64,9,1,0,0,0,0,0,0,4,595.205688476562,2,6,43,1,1,0,11.7311763165258,0,0,1.6094379124341
64,10,4,0,0,0,0,0,0,4,595.205688476562,2,7,63,1,1,0,12.228752792396,0,0,1.6094379124341
64,11,4,1,1,63000,1,0,0,4,595.205688476562,2,7,37,1,1,0,12.1356591504799,1,11.0509058782636,1.6094379124341
64,12,1,0,0,0,0,0,0,4,595.205688476562,2,4,30,1,1,0,12.0519086973857,0,0,1.6094379124341
67,2,5,1,1,0,0,0,0,30,234.05842590332,2,6,37,1,1,0,12.3826169340219,1,0,3.43398720448515
67,3,1,0,0,0,0,0,0,30,234.05842590332,2,4,43,2,1,0,12.2431039896044,0,0,3.43398720448515
67,4,9,1,1,0,0,0,0,30,234.05842590332,2,4,31,1,1,0,12.7356985561817,1,0,3.43398720448515
67,5,9,0,0,45000,1,0,0,30,234.05842590332,2,5,26,1,1,1,12.6622752269193,0,10.7144399907278,3.43398720448515
67,6,1,0,0,0,0,0,0,30,234.05842590332,2,7,35,1,1,0,12.1233042147275,0,0,3.43398720448515
67,8,8,0,0,15000,1,0,0,30,234.05842590332,2,7,62,1,1,0,12.3423114050834,0,9.61587214452889,3.43398720448515
67,9,1,0,0,0,0,0,0,30,234.05842590332,2,7,46,1,1,0,11.7297734909854,0,0,3.43398720448515
67,10,3,0,0,0,0,0,0,30,234.05842590332,2,9,61,1,1,0,12.2491038479526,0,0,3.43398720448515
67,11,5,1,1,0,0,0,0,30,234.05842590332,2,4,28,1,1,0,12.6059953394639,1,0,3.43398720448515
67,18,4,0,0,0,0,0,0,30,525.967956542969,2,6,40,1,1,0,12.2566885230227,0,0,3.43398720448515
67,27,9,0,0,0,0,0,0,30,525.967956542969,2,4,36,1,1,1,12.5801280301234,0,0,3.43398720448515
69,1,5,0,0,0,0,1,1,120,221.886474609375,2,2,86,1,1,0,13.4375993917658,0,0,4.79579054559674
69,2,3,0,0,0,0,1,1,120,221.886474609375,2,3,31,1,1,0,13.1470996475783,0,0,4.79579054559674
69,3,1,0,0,0,0,1,1,120,221.886474609375,2,1,23,1,1,0,14.0135164901874,0,0,4.79579054559674
69,6,8,0,0,0,0,1,1,120,221.886474609375,2,5,55,2,1,0,13.0431513922936,0,0,4.79579054559674
69,7,3,1,1,350000,1,1,1,120,221.886474609375,2,6,39,1,1,0,12.2363408441489,1,12.7656912906044,4.79579054559674
69,8,1,0,0,0,0,1,1,120,221.886474609375,2,2,35,1,1,1,13.9920464517079,0,0,4.79579054559674
69,9,5,0,0,0,0,1,1,120,221.886474609375,2,2,67,1,1,1,13.5138602152072,0,0,4.79579054559674
69,10,3,1,1,268000,1,1,1,120,221.886474609375,2,7,65,1,1,0,12.5986607202079,1,12.4987459908293,4.79579054559674
69,11,3,1,1,13000,1,1,1,120,221.886474609375,2,5,60,1,1,0,12.2305410714072,1,9.47278155656217,4.79579054559674
69,12,2,0,0,0,0,1,1,120,221.886474609375,2,8,46,2,1,0,12.6192169430447,0,0,4.79579054559674
69,13,3,0,0,135000,1,1,1,120,221.886474609375,2,6,37,1,1,0,12.2238387335756,0,11.8130374648005,4.79579054559674
69,14,5,0,0,0,0,1,1,120,221.886474609375,2,1,18,2,1,0,13.2693998828246,0,0,4.79579054559674
71,2,3,1,1,0,0,1,0,240,254.048416137695,2,17,50,1,1,0,11.9700433028613,1,0,5.48479693349065
71,3,4,1,1,0,0,1,0,240,254.048416137695,2,3,34,1,1,0,12.0801002898352,1,0,5.48479693349065
71,4,6,1,1,80000,1,1,0,240,254.048416137695,2,4,31,1,1,0,12.3962273104596,1,11.2897944135779,5.48479693349065
71,5,3,1,1,0,0,1,0,240,254.048416137695,2,8,38,1,1,0,12.0651173351246,1,0,5.48479693349065
71,6,4,1,1,0,0,1,0,240,254.048416137695,2,11,50,1,1,0,11.7774791578123,1,0,5.48479693349065
71,7,4,1,1,50000,1,1,0,240,254.048416137695,2,7,31,1,1,0,12.1370866657605,1,10.8197982842103,5.48479693349065
71,9,3,1,1,0,0,1,0,240,254.048416137695,2,3,60,1,1,0,12.8009726657026,1,0,5.48479693349065
71,10,5,1,1,0,0,1,0,240,254.048416137695,2,8,49,1,1,0,12.1926210933299,1,0,5.48479693349065
71,11,6,1,1,16000,1,1,0,240,254.048416137695,2,5,41,1,1,0,12.5642776526999,1,9.68040649926887,5.48479693349065
71,12,3,1,1,20000,1,1,0,240,254.048416137695,2,3,61,1,1,0,13.0471455684557,1,9.90353755128617,5.48479693349065
71,14,4,0,0,21000,1,1,0,240,254.048416137695,2,6,41,1,1,0,11.9610626551308,0,9.95232533461943,5.48479693349065
73,1,0,1,1,0,0,1,1,90,219.939514160156,2,8,41,1,1,1,12.8500601913311,1,0,4.51085950651685
73,2,4,0,0,450000,1,1,1,90,219.939514160156,2,6,29,1,1,1,11.8848462851626,0,13.0170050839663,4.51085950651685
73,3,4,0,0,0,0,1,1,90,219.939514160156,2,3,45,2,1,0,12.2892321735611,0,0,4.51085950651685
73,4,1,0,0,0,0,1,1,90,219.939514160156,2,8,32,1,1,0,12.7372036194707,0,0,4.51085950651685
73,5,3,0,0,0,0,1,1,90,219.939514160156,2,8,54,1,1,1,12.5085844078654,0,0,4.51085950651685
73,6,2,1,1,0,0,1,1,90,219.939514160156,2,3,72,1,1,0,12.6267609776311,1,0,4.51085950651685
73,7,3,0,0,45000,1,1,1,90,219.939514160156,2,7,57,1,1,0,12.6842500052033,0,10.7144399907278,4.51085950651685
73,8,2,0,0,375000,1,1,1,90,219.939514160156,2,5,55,1,1,1,13.0372130176474,0,12.8346839716157,4.51085950651685
73,9,4,0,0,0,0,1,1,90,219.939514160156,2,5,40,1,1,0,11.9023421711013,0,0,4.51085950651685
73,10,1,1,1,0,0,1,1,90,219.939514160156,2,5,39,1,1,1,13.2976268552909,1,0,4.51085950651685
73,11,3,0,0,235000,1,1,1,90,219.939514160156,2,1,35,1,1,0,13.9871579522104,0,12.3673450484364,4.51085950651685
73,12,1,1,1,40000,1,1,1,90,219.939514160156,2,8,44,1,1,0,11.8122706256067,1,10.5966597327836,4.51085950651685
75,2,4,1,1,50000,1,1,0,180,257.657409667969,2,5,80,1,1,0,12.6041228309199,1,10.8197982842103,5.19849703126583
75,3,3,1,1,132000,1,1,0,180,257.657409667969,2,4,50,1,1,0,12.4968080206556,1,11.7905647772974,5.19849703126583
75,4,3,1,1,360000,1,1,0,180,257.657409667969,2,4,29,1,1,0,12.1674498098625,1,12.7938620882062,5.19849703126583
75,5,4,0,0,0,0,1,0,180,257.657409667969,2,2,20,1,1,1,13.3089871248238,0,0,5.19849703126583
75,6,3,0,0,294000,1,1,0,180,257.657409667969,2,3,29,1,1,0,12.2882454147418,0,12.5913384476756,5.19849703126583
75,8,8,1,1,18000,1,1,0,180,257.657409667969,2,6,47,1,1,0,12.3926578863497,1,9.7981825908907,5.19849703126583
75,9,4,1,1,24000,1,1,0,180,257.657409667969,2,3,24,1,1,0,12.3013260765652,1,10.0858507751287,5.19849703126583
75,10,5,0,0,0,0,1,0,180,257.657409667969,2,2,59,2,1,0,12.2688482611234,0,0,5.19849703126583
75,11,3,1,1,0,0,1,0,180,257.657409667969,2,7,72,1,1,0,12.6783568753533,1,0,5.19849703126583
75,12,3,1,1,144000,1,1,0,180,257.657409667969,2,5,38,1,1,0,12.1001748327763,1,11.8775755229785,5.19849703126583
75,15,5,1,1,180000,1,1,0,180,257.657409667969,2,7,43,1,1,0,11.7597308539063,1,12.1007176854125,5.19849703126583
75,17,4,0,0,0,0,1,0,180,855.908264160156,2,5,38,1,1,0,11.9631842699367,0,0,5.19849703126583
77,2,4,0,0,0,0,1,0,180,252.46614074707,2,3,26,1,1,0,12.8038055158644,0,0,5.19849703126583
77,3,4,1,1,2e+05,1,1,0,180,252.46614074707,2,11,40,1,1,0,12.0571056814821,1,12.2060776455177,5.19849703126583
77,4,4,0,0,0,0,1,0,180,252.46614074707,2,5,80,1,1,0,11.9165625490935,0,0,5.19849703126583
77,5,5,1,1,2e+05,1,1,0,180,252.46614074707,2,7,51,1,1,0,12.1153139435804,1,12.2060776455177,5.19849703126583
77,6,5,1,1,67500,1,1,0,180,252.46614074707,2,3,64,1,1,0,12.5937132747658,1,11.1198976915657,5.19849703126583
77,7,4,1,1,90000,1,1,0,180,252.46614074707,2,5,54,1,1,0,11.8775558831651,1,11.4075760603618,5.19849703126583
