"grappe","menage","score_fies","pluriactif","a_elevage","revenu_agri","a_vendu","irrig","coop","temps_marche","hhweight","region","hhsize","hage","hgender","milieu_rural","educ_primaire","log_pcexp","producteur","log_revenu","log_temps_marche"
947,4,8,0,0,0,0,1,0,Inf,62.9926376342773,6,5,48,2,0,0,11.6982831632269,0,0,Inf
947,5,0,0,0,0,0,1,0,Inf,62.9926376342773,6,8,49,1,0,1,12.9253015648612,0,0,Inf
947,6,1,1,1,0,0,1,0,Inf,62.9926376342773,6,9,36,1,0,1,13.1589958882806,1,0,Inf
947,7,1,0,0,0,0,1,0,Inf,62.9926376342773,6,3,28,1,0,1,13.4786309758892,0,0,Inf
947,8,1,0,0,0,0,1,0,Inf,62.9926376342773,6,5,45,1,0,1,13.3678450643851,0,0,Inf
947,9,1,0,0,0,0,1,0,Inf,62.9926376342773,6,3,28,1,0,1,13.8936492618648,0,0,Inf
947,10,3,0,0,0,0,1,0,Inf,62.9926376342773,6,7,35,2,0,1,11.4796745905668,0,0,Inf
947,11,0,0,0,0,0,1,0,Inf,62.9926376342773,6,6,51,1,0,1,13.1567595504847,0,0,Inf
947,12,1,0,0,0,0,1,0,Inf,62.9926376342773,6,1,58,1,0,1,13.9595956420813,0,0,Inf
949,1,7,0,0,0,0,1,0,45,63.8675346374512,6,6,40,1,0,0,11.9339577319905,0,0,3.8286413964891
949,2,2,0,0,0,0,1,0,45,63.8675346374512,6,6,36,1,0,1,12.7677078216994,0,0,3.8286413964891
949,4,7,0,0,0,0,1,0,45,63.8675346374512,6,4,41,1,0,0,12.2949652596955,0,0,3.8286413964891
949,5,1,0,0,0,0,1,0,45,63.8675346374512,6,9,42,1,0,1,13.2778566912094,0,0,3.8286413964891
949,6,4,0,0,0,0,1,0,45,63.8675346374512,6,6,73,1,0,1,12.7708697195332,0,0,3.8286413964891
949,7,8,0,0,0,0,1,0,45,63.8675346374512,6,7,57,2,0,0,12.3607652320709,0,0,3.8286413964891
949,8,9,0,0,0,0,1,0,45,63.8675346374512,6,4,67,2,0,0,12.7651808939749,0,0,3.8286413964891
949,9,5,0,0,0,0,1,0,45,63.8675346374512,6,6,54,1,0,1,12.6145334703283,0,0,3.8286413964891
949,10,9,0,0,0,0,1,0,45,63.8675346374512,6,3,30,1,0,1,14.1021180845484,0,0,3.8286413964891
949,12,6,0,0,0,0,1,0,45,63.8675346374512,6,7,66,1,0,0,12.7517334787278,0,0,3.8286413964891
949,13,4,1,1,0,0,1,0,45,63.8675346374512,6,6,36,1,0,1,12.558301234693,1,0,3.8286413964891
949,14,1,0,0,0,0,1,0,45,63.8675346374512,6,4,31,1,0,1,13.2512239411716,0,0,3.8286413964891
951,1,8,0,0,0,0,1,0,15,24.9345855712891,6,6,78,1,0,0,12.1261146022413,0,0,2.77258872223978
951,2,0,0,0,0,0,1,0,15,24.9345855712891,6,8,61,1,0,0,12.742082986393,0,0,2.77258872223978
951,3,1,0,0,0,0,1,0,15,24.9345855712891,6,4,39,1,0,0,13.2977787454477,0,0,2.77258872223978
951,4,1,0,0,0,0,1,0,15,24.9345855712891,6,7,58,1,0,1,12.9174008881342,0,0,2.77258872223978
951,5,0,0,0,0,0,1,0,15,24.9345855712891,6,5,45,1,0,1,13.5733381955059,0,0,2.77258872223978
951,6,1,1,1,0,0,1,0,15,24.9345855712891,6,7,34,1,0,0,12.805594780337,1,0,2.77258872223978
951,7,1,0,0,0,0,1,0,15,24.9345855712891,6,12,62,1,0,1,12.7640549572122,0,0,2.77258872223978
951,8,0,0,0,0,0,1,0,15,24.9345855712891,6,6,34,1,0,1,13.3714116844153,0,0,2.77258872223978
951,9,1,0,0,0,0,1,0,15,24.9345855712891,6,1,70,2,0,0,13.4918440765396,0,0,2.77258872223978
951,10,1,0,0,0,0,1,0,15,24.9345855712891,6,3,33,2,0,1,13.2587161455781,0,0,2.77258872223978
951,11,0,0,0,0,0,1,0,15,24.9345855712891,6,12,71,1,0,1,12.6468573376252,0,0,2.77258872223978
951,12,1,0,0,0,0,1,0,15,24.9345855712891,6,5,36,1,0,1,13.2672934636268,0,0,2.77258872223978
953,1,1,0,0,0,0,1,1,Inf,48.1193771362305,6,4,46,1,0,1,14.0756262385686,0,0,Inf
953,2,1,0,0,0,0,1,1,Inf,48.1193771362305,6,4,26,1,0,1,13.1023490452002,0,0,Inf
953,3,1,0,0,0,0,1,1,Inf,48.1193771362305,6,6,37,1,0,1,13.6078473467479,0,0,Inf
953,4,2,0,0,0,0,1,1,Inf,48.1193771362305,6,6,54,1,0,1,13.1044211235399,0,0,Inf
953,5,1,0,0,0,0,1,1,Inf,48.1193771362305,6,6,81,2,0,0,12.3820858700075,0,0,Inf
953,6,2,1,1,0,0,1,1,Inf,48.1193771362305,6,4,29,1,0,1,12.9864303173698,1,0,Inf
953,7,1,0,0,0,0,1,1,Inf,48.1193771362305,6,6,53,1,0,1,13.1455482075203,0,0,Inf
953,8,0,0,0,0,0,1,1,Inf,48.1193771362305,6,5,53,1,0,0,12.1516549852592,0,0,Inf
953,9,1,0,0,0,0,1,1,Inf,48.1193771362305,6,3,40,2,0,1,13.9249183971473,0,0,Inf
953,10,8,0,0,0,0,1,1,Inf,48.1193771362305,6,7,64,2,0,0,11.957864359174,0,0,Inf
953,11,0,0,0,0,0,1,1,Inf,48.1193771362305,6,7,52,1,0,1,12.9512649549668,0,0,Inf
953,12,2,0,0,0,0,1,1,Inf,48.1193771362305,6,12,57,1,0,1,12.7547386131106,0,0,Inf
955,1,5,1,1,0,0,1,0,10,87.4897766113281,6,5,33,1,0,1,12.253360491308,1,0,2.39789527279837
955,2,1,1,1,0,0,1,0,10,87.4897766113281,6,7,52,1,0,1,12.36968498485,1,0,2.39789527279837
955,3,1,1,1,0,0,1,0,10,87.4897766113281,6,3,61,2,0,0,12.9791605093286,1,0,2.39789527279837
955,4,7,0,0,0,0,1,0,10,87.4897766113281,6,4,39,2,0,1,12.9321638204958,0,0,2.39789527279837
955,5,1,1,1,0,0,1,0,10,87.4897766113281,6,3,62,2,0,0,12.8234320183215,1,0,2.39789527279837
955,6,1,0,0,0,0,1,0,10,87.4897766113281,6,1,33,1,0,1,14.3124805847422,0,0,2.39789527279837
955,7,8,1,1,0,0,1,0,10,87.4897766113281,6,15,67,1,0,0,12.1665742375733,1,0,2.39789527279837
955,8,5,0,0,0,0,1,0,10,87.4897766113281,6,6,60,2,0,0,11.6359560967672,0,0,2.39789527279837
955,9,1,1,1,0,0,1,0,10,87.4897766113281,6,8,36,1,0,1,12.9663721402067,1,0,2.39789527279837
955,10,3,0,0,0,0,1,0,10,87.4897766113281,6,4,64,1,0,1,12.8238234040489,0,0,2.39789527279837
955,11,1,1,1,0,0,1,0,10,87.4897766113281,6,15,31,1,0,1,12.2568769258386,1,0,2.39789527279837
955,12,1,1,1,0,0,1,0,10,87.4897766113281,6,9,55,1,0,0,12.5290542919689,1,0,2.39789527279837
957,1,4,0,0,0,0,1,1,Inf,63.4300880432129,6,5,35,1,0,0,12.6295516088326,0,0,Inf
957,3,1,1,1,0,0,1,1,Inf,63.4300880432129,6,4,67,1,0,0,14.1601892968006,1,0,Inf
957,4,6,1,1,0,0,1,1,Inf,63.4300880432129,6,4,52,1,0,0,12.6404387748645,1,0,Inf
957,5,1,0,0,0,0,1,1,Inf,63.4300880432129,6,6,39,1,0,0,12.2253869489588,0,0,Inf
957,6,1,1,1,0,0,1,1,Inf,63.4300880432129,6,11,41,1,0,1,13.3514290582417,1,0,Inf
957,7,7,0,0,0,0,1,1,Inf,63.4300880432129,6,3,32,2,0,1,12.5581162092905,0,0,Inf
957,8,0,1,1,0,0,1,1,Inf,63.4300880432129,6,16,57,1,0,0,12.2382427955489,1,0,Inf
957,9,2,0,0,0,0,1,1,Inf,63.4300880432129,6,10,65,2,0,1,13.1701387411236,0,0,Inf
957,10,6,0,0,0,0,1,1,Inf,63.4300880432129,6,3,25,1,0,1,12.9755640682486,0,0,Inf
957,11,1,1,1,0,0,1,1,Inf,63.4300880432129,6,13,64,1,0,0,12.2551481856427,1,0,Inf
957,12,1,0,0,0,0,1,1,Inf,63.4300880432129,6,5,67,2,0,0,13.7075981083355,0,0,Inf
957,14,1,0,0,0,0,1,1,Inf,63.4300880432129,6,4,40,1,0,0,12.591471091488,0,0,Inf
959,1,9,0,0,0,0,1,0,6,38.9329490661621,6,6,42,1,0,1,12.1076417106062,0,0,1.94591014905531
959,2,1,0,0,0,0,1,0,6,38.9329490661621,6,6,28,2,0,1,12.1613878124767,0,0,1.94591014905531
959,3,5,1,1,0,0,1,0,6,38.9329490661621,6,5,33,1,0,0,13.4798162062122,1,0,1.94591014905531
959,4,9,0,0,0,0,1,0,6,38.9329490661621,6,2,30,1,0,1,12.6685355122128,0,0,1.94591014905531
959,5,0,1,1,0,0,1,0,6,38.9329490661621,6,5,61,1,0,0,12.9794997892702,1,0,1.94591014905531
959,7,1,0,0,0,0,1,0,6,38.9329490661621,6,4,45,1,0,1,13.0932409049571,0,0,1.94591014905531
959,8,0,0,0,0,0,1,0,6,38.9329490661621,6,8,58,1,0,1,12.6765651201153,0,0,1.94591014905531
959,9,1,0,0,0,0,1,0,6,38.9329490661621,6,5,33,1,0,1,12.75287110563,0,0,1.94591014905531
959,10,8,0,0,0,0,1,0,6,38.9329490661621,6,2,25,1,0,0,12.8533096319168,0,0,1.94591014905531
959,11,0,0,0,0,0,1,0,6,38.9329490661621,6,6,40,1,0,1,12.5250593028002,0,0,1.94591014905531
959,12,1,0,0,0,0,1,0,6,38.9329490661621,6,5,50,1,0,1,14.7105809220229,0,0,1.94591014905531
959,13,1,0,0,0,0,1,0,6,38.9329490661621,6,5,35,1,0,1,13.9349612023879,0,0,1.94591014905531
961,1,1,0,0,0,0,1,1,7,101.925590515137,6,5,60,1,0,1,12.3324659368722,0,0,2.07944154167984
961,2,0,0,0,0,0,1,1,7,101.925590515137,6,2,28,1,0,1,13.2862363210611,0,0,2.07944154167984
961,3,9,0,0,0,0,1,1,7,101.925590515137,6,6,44,1,0,0,12.5419729552395,0,0,2.07944154167984
961,4,5,0,0,0,0,1,1,7,101.925590515137,6,8,63,1,0,1,12.7334546405531,0,0,2.07944154167984
961,5,1,0,0,0,0,1,1,7,101.925590515137,6,4,71,2,0,0,11.936846910546,0,0,2.07944154167984
961,6,1,0,0,0,0,1,1,7,101.925590515137,6,4,58,1,0,0,13.1780588118894,0,0,2.07944154167984
961,7,2,0,0,0,0,1,1,7,101.925590515137,6,3,38,1,0,1,13.2126756338255,0,0,2.07944154167984
961,8,6,0,0,0,0,1,1,7,101.925590515137,6,3,50,2,0,0,11.8461716328875,0,0,2.07944154167984
961,9,4,0,0,0,0,1,1,7,101.925590515137,6,14,61,1,0,0,12.9764782766994,0,0,2.07944154167984
961,10,1,0,0,0,0,1,1,7,101.925590515137,6,2,24,1,0,1,13.3144460969953,0,0,2.07944154167984
961,11,0,0,0,0,0,1,1,7,101.925590515137,6,8,45,1,0,0,12.3487593148708,0,0,2.07944154167984
961,12,1,0,0,0,0,1,1,7,101.925590515137,6,3,33,1,0,0,13.4212682690198,0,0,2.07944154167984
963,1,7,1,1,0,0,1,0,Inf,102.700798034668,7,7,47,1,0,0,12.5555622428338,1,0,Inf
963,2,3,0,0,0,0,1,0,Inf,102.700798034668,7,6,36,1,0,0,12.3867182544369,0,0,Inf
963,3,9,0,0,0,0,1,0,Inf,102.700798034668,7,3,26,1,0,0,12.2585650254148,0,0,Inf
963,4,8,1,1,28500,1,1,0,Inf,102.700798034668,7,5,74,1,0,0,12.4705938969317,1,10.2576944533605,Inf
963,5,3,0,0,0,0,1,0,Inf,102.700798034668,7,6,35,1,0,1,12.2004831470982,0,0,Inf
963,6,6,0,0,0,0,1,0,Inf,102.700798034668,7,5,53,1,0,0,12.8669952887757,0,0,Inf
963,7,8,1,1,36750,1,1,0,Inf,102.700798034668,7,6,39,1,0,1,12.3360422337036,1,10.5119207151551,Inf
963,8,2,0,0,0,0,1,0,Inf,102.700798034668,7,6,61,1,0,1,12.8816940173743,0,0,Inf
963,9,7,0,0,0,0,1,0,Inf,102.700798034668,7,2,79,1,0,0,12.6637770223261,0,0,Inf
963,10,0,0,0,0,0,1,0,Inf,102.700798034668,7,3,30,1,0,1,13.9976692890028,0,0,Inf
963,11,1,0,0,0,0,1,0,Inf,102.700798034668,7,3,25,1,0,1,13.6443219492876,0,0,Inf
963,12,7,0,0,0,0,1,0,Inf,102.700798034668,7,4,60,1,0,0,13.0985368287348,0,0,Inf
965,1,1,1,1,0,0,1,1,Inf,30.5326690673828,7,6,55,1,0,1,13.0106475008219,1,0,Inf
965,2,2,1,1,5000,1,1,1,Inf,30.5326690673828,7,7,48,1,0,0,12.7207764270118,1,8.5173931714189,Inf
965,3,5,0,0,0,0,1,1,Inf,30.5326690673828,7,3,41,1,0,0,13.4115525011836,0,0,Inf
965,4,6,1,1,0,0,1,1,Inf,30.5326690673828,7,4,35,2,0,1,12.6012920072793,1,0,Inf
965,5,4,0,0,0,0,1,1,Inf,30.5326690673828,7,3,55,2,0,0,12.8082257559693,0,0,Inf
965,6,1,1,1,296800,1,1,1,Inf,30.5326690673828,7,7,54,1,0,0,12.6540782706526,1,12.6008171595419,Inf
965,7,5,1,1,0,0,1,1,Inf,30.5326690673828,7,5,52,1,0,1,12.3943268945726,1,0,Inf
965,8,2,1,1,194000,1,1,1,Inf,30.5326690673828,7,5,65,1,0,0,12.8165142793304,1,12.1756185926714,Inf
965,9,9,1,1,2e+05,1,1,1,Inf,30.5326690673828,7,16,59,1,0,0,12.1735279853607,1,12.2060776455177,Inf
965,10,6,1,1,0,0,1,1,Inf,30.5326690673828,7,6,60,1,0,0,11.9019806216435,1,0,Inf
965,11,2,1,1,269000,1,1,1,Inf,30.5326690673828,7,10,62,1,0,0,12.4553510615719,1,12.5024703760492,Inf
965,12,6,1,1,150000,1,1,1,Inf,30.5326690673828,7,8,58,1,0,0,12.3618169878382,1,11.9183972397228,Inf
967,1,7,0,0,0,0,1,1,Inf,45.1050796508789,7,15,49,1,0,1,13.0297771717116,0,0,Inf
967,2,1,0,0,0,0,1,1,Inf,45.1050796508789,7,3,31,1,0,1,13.9202763468072,0,0,Inf
967,3,5,0,0,0,0,1,1,Inf,45.1050796508789,7,9,48,1,0,0,11.9171646135637,0,0,Inf
967,5,3,0,0,0,0,1,1,Inf,45.1050796508789,7,13,59,1,0,1,13.0481755847573,0,0,Inf
967,6,5,0,0,0,0,1,1,Inf,45.1050796508789,7,4,46,2,0,1,13.5147222224399,0,0,Inf
967,7,5,0,0,0,0,1,1,Inf,45.1050796508789,7,12,51,1,0,1,12.7570812296776,0,0,Inf
967,8,3,0,0,0,0,1,1,Inf,45.1050796508789,7,5,34,1,0,0,12.8207523289437,0,0,Inf
967,9,1,0,0,0,0,1,1,Inf,45.1050796508789,7,8,75,1,0,1,13.6754138751948,0,0,Inf
967,10,2,0,0,0,0,1,1,Inf,45.1050796508789,7,3,71,2,0,0,13.7037349260453,0,0,Inf
967,12,1,0,0,0,0,1,1,Inf,45.1050796508789,7,6,40,2,0,0,12.6847912164577,0,0,Inf
967,13,3,0,0,0,0,1,1,Inf,45.1050796508789,7,6,50,1,0,1,13.0974715684132,0,0,Inf
967,16,8,0,0,0,0,1,1,Inf,45.1050796508789,7,4,44,2,0,1,12.9820128587271,0,0,Inf
969,1,2,0,0,0,0,0,1,Inf,238.016036987305,7,2,24,1,0,1,14.0243225006293,0,0,Inf
969,2,1,0,0,0,0,0,1,Inf,238.016036987305,7,7,46,1,0,0,12.8637363395478,0,0,Inf
969,3,5,0,0,0,0,0,1,Inf,238.016036987305,7,4,52,1,0,0,12.2552208557125,0,0,Inf
969,4,7,0,0,0,0,0,1,Inf,238.016036987305,7,3,25,1,0,1,12.8481226473391,0,0,Inf
969,5,2,0,0,0,0,0,1,Inf,238.016036987305,7,6,67,1,0,0,12.4149843402018,0,0,Inf
969,6,2,0,0,0,0,0,1,Inf,238.016036987305,7,5,30,1,0,0,12.6599629702701,0,0,Inf
969,7,6,1,1,0,0,0,1,Inf,238.016036987305,7,8,49,1,0,1,12.8766758118115,1,0,Inf
969,9,1,0,0,0,0,0,1,Inf,238.016036987305,7,12,49,1,0,1,12.8064190809567,0,0,Inf
969,10,7,1,1,0,0,0,1,Inf,238.016036987305,7,11,44,1,0,1,12.7350728256803,1,0,Inf
969,11,3,1,1,0,0,0,1,Inf,238.016036987305,7,17,64,1,0,1,12.210318229645,1,0,Inf
969,12,5,0,0,0,0,0,1,Inf,238.016036987305,7,6,32,1,0,1,11.7540693463987,0,0,Inf
969,13,3,1,1,18000,1,0,1,Inf,238.016036987305,7,17,52,1,0,0,11.9186708462982,1,9.7981825908907,Inf
971,1,5,0,0,0,0,0,1,Inf,59.677490234375,7,4,32,1,0,1,13.3474915580383,0,0,Inf
971,2,4,0,0,0,0,0,1,Inf,59.677490234375,7,13,47,1,0,0,12.279371680091,0,0,Inf
971,4,1,0,0,0,0,0,1,Inf,59.677490234375,7,9,60,1,0,0,13.0809582701986,0,0,Inf
971,5,6,0,0,0,0,0,1,Inf,59.677490234375,7,6,33,1,0,0,12.4459752265045,0,0,Inf
971,6,7,0,0,0,0,0,1,Inf,59.677490234375,7,6,78,1,0,0,12.1903641290382,0,0,Inf
971,7,4,0,0,0,0,0,1,Inf,59.677490234375,7,6,43,1,0,0,13.0049849630027,0,0,Inf
971,8,2,0,0,0,0,0,1,Inf,59.677490234375,7,9,74,1,0,0,12.3969036621846,0,0,Inf
971,9,1,0,0,0,0,0,1,Inf,59.677490234375,7,6,35,1,0,0,12.6062758088572,0,0,Inf
971,10,8,0,0,0,0,0,1,Inf,59.677490234375,7,5,60,1,0,0,13.2105689473117,0,0,Inf
971,11,3,0,0,0,0,0,1,Inf,59.677490234375,7,7,36,1,0,0,12.5564801462643,0,0,Inf
971,12,2,0,0,0,0,0,1,Inf,59.677490234375,7,9,56,1,0,1,13.1182312268171,0,0,Inf
971,13,4,0,0,0,0,0,1,Inf,59.677490234375,7,3,48,1,0,0,12.8289704456603,0,0,Inf
973,1,1,0,0,0,0,0,1,Inf,56.2078704833984,7,8,48,1,0,1,12.5869120138119,0,0,Inf
973,2,8,0,0,0,0,0,1,Inf,56.2078704833984,7,3,46,2,0,0,12.8190192088141,0,0,Inf
973,4,5,0,0,0,0,0,1,Inf,56.2078704833984,7,8,45,1,0,1,12.6131764103068,0,0,Inf
973,5,8,0,0,0,0,0,1,Inf,56.2078704833984,7,10,46,1,0,0,12.2284054637996,0,0,Inf
973,6,3,0,0,0,0,0,1,Inf,56.2078704833984,7,15,53,1,0,1,12.444861973356,0,0,Inf
973,7,8,0,0,0,0,0,1,Inf,56.2078704833984,7,3,35,1,0,1,13.4441394923792,0,0,Inf
973,8,6,0,0,0,0,0,1,Inf,56.2078704833984,7,4,42,1,0,0,13.2255284222789,0,0,Inf
973,9,1,0,0,0,0,0,1,Inf,56.2078704833984,7,3,36,1,0,1,13.2090318935406,0,0,Inf
973,10,3,0,0,0,0,0,1,Inf,56.2078704833984,7,5,71,2,0,0,13.6555117590916,0,0,Inf
973,11,7,0,0,0,0,0,1,Inf,56.2078704833984,7,4,49,1,0,1,13.0200846359762,0,0,Inf
973,12,4,0,0,0,0,0,1,Inf,56.2078704833984,7,1,24,2,0,1,13.2385968798206,0,0,Inf
973,16,1,0,0,0,0,0,1,Inf,56.2078704833984,7,1,35,2,0,0,14.0835949696128,0,0,Inf
975,1,7,0,0,0,0,0,0,Inf,163.766143798828,7,4,64,2,0,0,13.0272167029823,0,0,Inf
975,2,3,1,1,17000,1,0,0,Inf,163.766143798828,7,10,62,1,0,0,12.0699495938853,1,9.74102744483773,Inf
975,3,4,0,0,0,0,0,0,Inf,163.766143798828,7,5,34,1,0,1,12.4723949919271,0,0,Inf
975,4,8,0,0,0,0,0,0,Inf,163.766143798828,7,7,49,1,0,1,12.7601520645907,0,0,Inf
975,5,3,0,0,0,0,0,0,Inf,163.766143798828,7,7,47,1,0,0,12.5432277962339,0,0,Inf
975,6,4,0,0,0,0,0,0,Inf,163.766143798828,7,5,60,1,0,1,12.4585630834295,0,0,Inf
975,7,4,0,0,0,0,0,0,Inf,163.766143798828,7,6,57,1,0,0,12.6510587021652,0,0,Inf
975,8,2,0,0,0,0,0,0,Inf,163.766143798828,7,12,57,1,0,0,11.6375289384709,0,0,Inf
975,9,4,0,0,0,0,0,0,Inf,163.766143798828,7,9,55,1,0,0,12.3150177133726,0,0,Inf
975,10,1,0,0,0,0,0,0,Inf,163.766143798828,7,9,56,1,0,1,13.1806332289241,0,0,Inf
975,11,3,0,0,0,0,0,0,Inf,163.766143798828,7,4,37,1,0,1,12.6171929826442,0,0,Inf
975,12,1,0,0,0,0,0,0,Inf,163.766143798828,7,6,59,1,0,1,13.1597421909746,0,0,Inf
1,1,0,0,0,0,0,NA,NA,90,67.8917236328125,1,3,69,1,1,0,12.9576506462236,0,0,4.51085950651685
1,3,11,0,0,0,0,NA,NA,90,67.8917236328125,1,5,45,1,1,0,12.6277691628633,0,0,4.51085950651685
1,4,11,0,0,0,0,NA,NA,90,67.8917236328125,1,1,44,2,1,0,13.5605807269842,0,0,4.51085950651685
1,5,5,0,0,0,0,NA,NA,90,67.8917236328125,1,5,70,1,1,0,12.4457460725659,0,0,4.51085950651685
1,6,9,0,0,0,0,NA,NA,90,67.8917236328125,1,1,77,1,1,0,13.2452251610259,0,0,4.51085950651685
1,8,7,0,0,0,0,NA,NA,90,67.8917236328125,1,5,47,1,1,0,12.0489791372235,0,0,4.51085950651685
1,11,3,0,0,0,0,NA,NA,90,67.8917236328125,1,2,62,1,1,0,12.9967409123114,0,0,4.51085950651685
1,12,4,0,0,0,0,NA,NA,90,67.8917236328125,1,4,53,1,1,0,12.5204234255903,0,0,4.51085950651685
1,21,9,0,0,0,0,NA,NA,90,91.3722915649414,1,1,45,1,1,0,13.5341478925988,0,0,4.51085950651685
1,23,3,0,0,0,0,NA,NA,90,91.3722915649414,1,3,32,1,1,0,12.8326669441561,0,0,4.51085950651685
1,25,3,0,0,0,0,NA,NA,90,91.3722915649414,1,2,27,1,1,0,12.7425810013126,0,0,4.51085950651685
1,27,1,0,0,0,0,NA,NA,90,91.3722915649414,1,2,72,2,1,0,13.4761194906984,0,0,4.51085950651685
2,1,2,0,0,0,0,1,0,Inf,100.718223571777,1,11,55,1,0,1,12.970824461035,0,0,Inf
2,3,5,0,0,0,0,1,0,Inf,100.718223571777,1,5,30,1,0,1,12.5995368634914,0,0,Inf
2,5,2,0,0,0,0,1,0,Inf,100.718223571777,1,6,39,1,0,1,12.5131885962324,0,0,Inf
2,6,0,0,0,0,0,1,0,Inf,100.718223571777,1,5,41,1,0,1,12.3250933871347,0,0,Inf
2,7,2,0,0,0,0,1,0,Inf,100.718223571777,1,5,35,1,0,1,12.4773040906702,0,0,Inf
2,9,6,0,0,0,0,1,0,Inf,100.718223571777,1,3,38,1,0,1,12.9464213033693,0,0,Inf
2,10,3,0,0,0,0,1,0,Inf,100.718223571777,1,8,34,1,0,0,12.5215810206158,0,0,Inf
2,11,3,0,0,0,0,1,0,Inf,100.718223571777,1,1,72,2,0,0,13.9906098468552,0,0,Inf
2,13,7,0,0,0,0,1,0,Inf,100.718223571777,1,1,49,1,0,1,13.9274731319946,0,0,Inf
2,16,5,0,0,0,0,1,0,Inf,100.718223571777,1,5,53,1,0,0,12.3913012358256,0,0,Inf
2,19,0,0,0,0,0,1,0,Inf,224.095108032227,1,6,58,1,0,0,12.9434170182172,0,0,Inf
2,26,1,0,0,0,0,1,0,Inf,224.095108032227,1,5,46,1,0,1,13.2429612255342,0,0,Inf
4,3,7,0,0,0,0,NA,NA,120,211.369857788086,1,10,52,1,0,0,12.6834323554752,0,0,4.79579054559674
4,8,5,0,0,0,0,NA,NA,120,211.369857788086,1,5,35,1,0,0,13.2647952306542,0,0,4.79579054559674
4,9,6,0,0,0,0,NA,NA,120,211.369857788086,1,16,60,1,0,0,12.3595634871764,0,0,4.79579054559674
4,11,5,0,0,0,0,NA,NA,120,211.369857788086,1,6,31,1,0,1,12.9972408877906,0,0,4.79579054559674
4,12,3,0,0,0,0,NA,NA,120,211.369857788086,1,5,54,1,0,1,13.4877725169639,0,0,4.79579054559674
4,13,2,0,0,0,0,NA,NA,120,211.369857788086,1,6,55,1,0,0,12.6993910330731,0,0,4.79579054559674
4,14,2,0,0,0,0,NA,NA,120,211.369857788086,1,1,53,1,0,0,14.0677548454587,0,0,4.79579054559674
4,15,2,0,0,0,0,NA,NA,120,211.369857788086,1,10,44,1,0,1,12.8070443996833,0,0,4.79579054559674
4,17,6,0,0,0,0,NA,NA,120,350.915344238281,1,12,45,1,0,1,12.4560039910568,0,0,4.79579054559674
4,18,10,0,0,0,0,NA,NA,120,350.915344238281,1,4,44,2,0,1,12.3796546915178,0,0,4.79579054559674
4,20,2,0,0,0,0,NA,NA,120,350.915344238281,1,4,54,1,0,0,12.3277581953517,0,0,4.79579054559674
4,22,3,0,0,0,0,NA,NA,120,350.915344238281,1,3,53,1,0,0,12.2325685093341,0,0,4.79579054559674
6,5,1,0,0,0,0,NA,NA,140,127.559982299805,1,6,53,1,0,1,13.854102347425,0,0,4.94875989037817
6,6,1,0,0,0,0,NA,NA,140,127.559982299805,1,1,54,1,0,1,14.5212385793227,0,0,4.94875989037817
6,7,3,0,0,0,0,NA,NA,140,127.559982299805,1,6,51,1,0,1,13.8376587777944,0,0,4.94875989037817
6,10,7,0,0,0,0,NA,NA,140,127.559982299805,1,4,51,1,0,0,13.6695163257784,0,0,4.94875989037817
6,11,8,0,0,0,0,NA,NA,140,127.559982299805,1,6,60,1,0,0,13.0809750115886,0,0,4.94875989037817
6,12,1,0,0,0,0,NA,NA,140,127.559982299805,1,2,63,2,0,0,13.6742556297652,0,0,4.94875989037817
6,14,1,0,0,0,0,NA,NA,140,127.559982299805,1,6,54,1,0,1,12.5315394547009,0,0,4.94875989037817
6,15,1,0,0,0,0,NA,NA,140,127.559982299805,1,3,38,1,0,1,13.5512663274675,0,0,4.94875989037817
6,16,1,0,0,0,0,NA,NA,140,127.559982299805,1,3,37,1,0,1,13.3554008223356,0,0,4.94875989037817
6,17,0,0,0,0,0,NA,NA,140,253.005264282227,1,4,49,1,0,0,13.2291618586938,0,0,4.94875989037817
6,18,1,0,0,0,0,NA,NA,140,253.005264282227,1,4,67,1,0,1,13.474061080404,0,0,4.94875989037817
6,20,5,0,0,0,0,NA,NA,140,253.005264282227,1,4,40,1,0,1,13.7626334442073,0,0,4.94875989037817
8,2,2,0,0,0,0,NA,NA,130,94.4638519287109,1,6,31,2,0,0,13.3662925041354,0,0,4.87519732320115
8,3,4,0,0,0,0,NA,NA,130,94.4638519287109,1,5,52,2,0,0,12.9568274011948,0,0,4.87519732320115
8,4,10,0,0,0,0,NA,NA,130,94.4638519287109,1,5,64,2,0,0,12.5843193158146,0,0,4.87519732320115
8,6,5,0,0,0,0,NA,NA,130,94.4638519287109,1,6,44,1,0,0,13.760146158917,0,0,4.87519732320115
8,7,7,0,0,0,0,NA,NA,130,94.4638519287109,1,6,43,1,0,1,12.7581298499246,0,0,4.87519732320115
8,9,6,0,0,0,0,NA,NA,130,94.4638519287109,1,15,54,1,0,0,12.4693203537809,0,0,4.87519732320115
8,11,1,0,0,0,0,NA,NA,130,94.4638519287109,1,6,45,1,0,0,13.0217974603777,0,0,4.87519732320115
8,12,3,0,0,0,0,NA,NA,130,94.4638519287109,1,3,49,2,0,0,13.4490112627366,0,0,4.87519732320115
8,14,5,0,0,0,0,NA,NA,130,94.4638519287109,1,7,46,1,0,1,12.6869463751166,0,0,4.87519732320115
